id,headline,date,lead_paragraph,word_count,keywords
nyt://article/98956834-66f7-573b-858c-8e7dca46bc93,William Dieterle’s ‘Syncopation’ on DVD: Bending Notes and Jazz History,2015-02-27,"Motion pictures and jazz were both born around the dawn of the 20th century. But did Hollywood ever get the music right? Take “Syncopation” (1942), a snappily titled, wildly ambitious jazz chronicle that might be the last thing you’d expect from Warner Bros.’ German-born workhorse, William Dieterle (1893-1972).",1267,"['Movies', 'Jazz', 'Video Releases (Entertainment)', 'William Dieterle (1893-1972)', 'Clarke, Shirley', 'Music', 'Syncopation (Movie)', 'The Connection (Movie)']"
nyt://article/98956834-66f7-573b-858c-8e7dca46bc93,William Dieterle’s ‘Syncopation’ on DVD: Bending Notes and Jazz History,2015-02-27,"Motion pictures and jazz were both born around the dawn of the 20th century. But did Hollywood ever get the music right? Take “Syncopation” (1942), a snappily titled, wildly ambitious jazz chronicle that might be the last thing you’d expect from Warner Bros.’ German-born workhorse, William Dieterle (1893-1972).",1267,"['Movies', 'Jazz', 'Video Releases (Entertainment)', 'William Dieterle (1893-1972)', 'Clarke, Shirley', 'Music', 'Syncopation (Movie)', 'The Connection (Movie)']"
nyt://article/15497a62-eb26-574b-af2c-bf0d10ae3291,"Stan Cornyn, Creative Record Executive, Is Dead at 81",2015-05-15,"Stan Cornyn, an offbeat recording industry executive known both for his unusual promotions and for his album notes, two of which won Grammy Awards, died on Monday at his home in Carpinteria, Calif. He was 81.",764,"['Deaths (Obituaries)', 'Grammy Awards', 'Music', 'Warner Brothers', 'Cornyn, Stan (1933-2015)']"
nyt://article/15497a62-eb26-574b-af2c-bf0d10ae3291,"Stan Cornyn, Creative Record Executive, Is Dead at 81",2015-05-15,"Stan Cornyn, an offbeat recording industry executive known both for his unusual promotions and for his album notes, two of which won Grammy Awards, died on Monday at his home in Carpinteria, Calif. He was 81.",764,"['Deaths (Obituaries)', 'Grammy Awards', 'Music', 'Warner Brothers', 'Cornyn, Stan (1933-2015)']"
nyt://article/a506d217-67f2-5db8-b305-42fae4c311af,Letters: The Content of Character,2015-03-19,The Content of Character,878,['Books and Literature']
nyt://article/a506d217-67f2-5db8-b305-42fae4c311af,Letters: The Content of Character,2015-03-19,The Content of Character,878,['Books and Literature']
nyt://article/1928051a-33c6-5aad-9e3e-fe00cf6b6118,"Mario Cooper, Nexus Between AIDS Activists and Black Leaders, Dies at 61",2015-06-04,"Mario Cooper, a former Democratic political operative who gained prominence in the 1990s by pressing leaders in Washington and the black community to address the disproportionate effect of AIDS on minorities, died on May 29 in Washington. He was 61.",810,"['Deaths (Obituaries)', 'Acquired Immune Deficiency Syndrome', 'Blacks', 'Black People', 'Cooper, Mario (1954-2015)']"
nyt://article/1928051a-33c6-5aad-9e3e-fe00cf6b6118,"Mario Cooper, Nexus Between AIDS Activists and Black Leaders, Dies at 61",2015-06-04,"Mario Cooper, a former Democratic political operative who gained prominence in the 1990s by pressing leaders in Washington and the black community to address the disproportionate effect of AIDS on minorities, died on May 29 in Washington. He was 61.",810,"['Deaths (Obituaries)', 'Acquired Immune Deficiency Syndrome', 'Blacks', 'Black People', 'Cooper, Mario (1954-2015)']"
nyt://article/793cc682-b736-5516-a8b2-3856a81912e2,"Louis Armstrong, the Real Ambassador",2015-05-02,"March marked the 50th anniversary of Louis Armstrong’s historic tour behind the Iron Curtain, as the Soviet bloc was then called. The second stop on the tour was East Berlin, where, on March 22, 1965, he and his All Stars played a memorable two-hour concert. The concert was broadcast on German television and radio; a few years ago, a condensed version found its way to YouTube. More recently, the Louis Armstrong House Museum got ahold of the entire thing, and on Thursday, it held a screening at the Museum of the Moving Image in Astoria, Queens.",848,"['Music', 'Cold War Era', 'Blacks', 'Black People', 'United States International Relations', 'Jazz', 'Race and Ethnicity', 'ARMSTRONG, LOUIS']"
nyt://article/793cc682-b736-5516-a8b2-3856a81912e2,"Louis Armstrong, the Real Ambassador",2015-05-02,"March marked the 50th anniversary of Louis Armstrong’s historic tour behind the Iron Curtain, as the Soviet bloc was then called. The second stop on the tour was East Berlin, where, on March 22, 1965, he and his All Stars played a memorable two-hour concert. The concert was broadcast on German television and radio; a few years ago, a condensed version found its way to YouTube. More recently, the Louis Armstrong House Museum got ahold of the entire thing, and on Thursday, it held a screening at the Museum of the Moving Image in Astoria, Queens.",848,"['Music', 'Cold War Era', 'Blacks', 'Black People', 'United States International Relations', 'Jazz', 'Race and Ethnicity', 'ARMSTRONG, LOUIS']"
nyt://article/bb9e6d40-1616-5398-8443-d05b6cb322b7,"New Music From Nate Wooley, Alicia Hall Moran and Adam Larson",2015-11-04,(DANCE TO) THE EARLY MUSIC,882,"['Music', 'Third Man Records', 'Light in the Attic Records', 'Wooley, Nate', 'Larson, Adam R (1990- )', 'Von Hausswolff, Anna', 'Hall Moran, Alicia']"
nyt://article/bb9e6d40-1616-5398-8443-d05b6cb322b7,"New Music From Nate Wooley, Alicia Hall Moran and Adam Larson",2015-11-04,(DANCE TO) THE EARLY MUSIC,882,"['Music', 'Third Man Records', 'Light in the Attic Records', 'Wooley, Nate', 'Larson, Adam R (1990- )', 'Von Hausswolff, Anna', 'Hall Moran, Alicia']"
nyt://article/e31980b9-a834-5d62-bb09-0e6aa5570d98,New York Today: Pothole Season,2015-03-16,Good chilly Monday morning to you.,897,[]
nyt://article/e31980b9-a834-5d62-bb09-0e6aa5570d98,New York Today: Pothole Season,2015-03-16,Good chilly Monday morning to you.,897,[]
nyt://article/6ac6b83c-add7-50ed-9862-f3fdc7e802c1,Review: ‘Thelonious’ is a Tap Tribute to a Musician,2015-07-10,"In “Thelonious,” written, directed, and choreographed by Sarah Petronio, friends gather in a Parisian apartment to listen to a radio program about the jazz pianist Thelonious Monk. Since they are tap dancers, they tap dance to the music. But they also sing along, like ordinary people who sort of know the words. It’s a casual, low-key affair, and as performed at the Duke on 42nd Street on Thursday, during the American Tap Dance Foundation’s 15th annual Tap City festival, it was a simmering party that never came to a boil. ",418,"['Dancing', 'American Tap Dance Foundation', 'Monk, Thelonious', 'Music']"
nyt://article/6ac6b83c-add7-50ed-9862-f3fdc7e802c1,Review: ‘Thelonious’ is a Tap Tribute to a Musician,2015-07-10,"In “Thelonious,” written, directed, and choreographed by Sarah Petronio, friends gather in a Parisian apartment to listen to a radio program about the jazz pianist Thelonious Monk. Since they are tap dancers, they tap dance to the music. But they also sing along, like ordinary people who sort of know the words. It’s a casual, low-key affair, and as performed at the Duke on 42nd Street on Thursday, during the American Tap Dance Foundation’s 15th annual Tap City festival, it was a simmering party that never came to a boil. ",418,"['Dancing', 'American Tap Dance Foundation', 'Monk, Thelonious', 'Music']"
nyt://article/6e2d60c7-f0d9-52a4-95d4-643c5282985a,Jazz Listings for July 17-23,2015-07-16,Full reviews of recent jazz performances: nytimes.com/jazz. A searchable guide to these and other shows is at nytimes.com/events.,1583,"['Music', 'Jazz']"
nyt://article/6e2d60c7-f0d9-52a4-95d4-643c5282985a,Jazz Listings for July 17-23,2015-07-16,Full reviews of recent jazz performances: nytimes.com/jazz. A searchable guide to these and other shows is at nytimes.com/events.,1583,"['Music', 'Jazz']"
nyt://article/fd3da8d8-99e8-5229-b89c-4f3967e4ec6e,‘Cuba: The Conversation Continues’ and ‘Live in Cuba’ Expand a Musical Dialogue,2015-08-21,"As the American flag was raised over the United States Embassy in Cuba last Friday, the pianist and composer Arturo O’Farrill could be found in the immigration area at José Martí International Airport in Havana. Footage of the ceremony, symbolizing the restoration of diplomatic relations severed in 1961, was being piped into the room.",959,"['Music', 'Cuba', 'Jazz', 'United States International Relations', 'Marsalis, Wynton', ""O'Farrill, Arturo"", 'Jazz at Lincoln Center Orchestra', 'Afro Latin Jazz Orchestra']"
nyt://article/fd3da8d8-99e8-5229-b89c-4f3967e4ec6e,‘Cuba: The Conversation Continues’ and ‘Live in Cuba’ Expand a Musical Dialogue,2015-08-21,"As the American flag was raised over the United States Embassy in Cuba last Friday, the pianist and composer Arturo O’Farrill could be found in the immigration area at José Martí International Airport in Havana. Footage of the ceremony, symbolizing the restoration of diplomatic relations severed in 1961, was being piped into the room.",959,"['Music', 'Cuba', 'Jazz', 'United States International Relations', 'Marsalis, Wynton', ""O'Farrill, Arturo"", 'Jazz at Lincoln Center Orchestra', 'Afro Latin Jazz Orchestra']"
nyt://article/d11fad05-4c52-5fb3-9957-902865bcdc15,"Orrin Keepnews, Record Executive and Producer of Jazz Classics, Dies at 91",2015-03-01,"Orrin Keepnews, who as a record company executive and producer helped create some of the most celebrated recordings in jazz over a half-century, died on Sunday at his home in El Cerrito, Calif. He was 91.",984,"['Deaths (Obituaries)', 'Jazz', 'Music', 'Keepnews, Orrin (1923-2015)']"
nyt://article/d11fad05-4c52-5fb3-9957-902865bcdc15,"Orrin Keepnews, Record Executive and Producer of Jazz Classics, Dies at 91",2015-03-01,"Orrin Keepnews, who as a record company executive and producer helped create some of the most celebrated recordings in jazz over a half-century, died on Sunday at his home in El Cerrito, Calif. He was 91.",984,"['Deaths (Obituaries)', 'Jazz', 'Music', 'Keepnews, Orrin (1923-2015)']"
nyt://article/640077aa-6848-530a-9f4d-8a4cac87135c,"Kevin Henkes’s ‘Waiting,’ and More",2015-08-21,"As both subjects and protagonists, animals seem to rule the world of children’s books, and it’s easy to see why. They are cute, recognizable and fun to imitate. They play a part in every child’s life, sometimes a big one. But what about the toys and tools children use every day? These make more occasional literary appearances — in, for instance, classics such as “Corduroy,” about a stuffed bear alone in a department store, or even “The Little Engine That Could,” with its dolls and small clown — but they really deserve to be more frequent stars. Children have immediate associations with their treasured belongings in a way they might not with, say, a capybara. Three new books, all by prominent picture book authors, artfully use worldly possessions to approach larger themes, to varying degrees of success.",1048,"['Books and Literature', 'Saltzstein, Dan', 'Henkes, Kevin', 'Daywalt, Drew (1970- )', 'Pinkney, Brian', 'Jeffers, Oliver', 'Waiting (Book)', 'The Day the Crayons Came Home (Book)', 'On the Ball (Book)']"
nyt://article/640077aa-6848-530a-9f4d-8a4cac87135c,"Kevin Henkes’s ‘Waiting,’ and More",2015-08-21,"As both subjects and protagonists, animals seem to rule the world of children’s books, and it’s easy to see why. They are cute, recognizable and fun to imitate. They play a part in every child’s life, sometimes a big one. But what about the toys and tools children use every day? These make more occasional literary appearances — in, for instance, classics such as “Corduroy,” about a stuffed bear alone in a department store, or even “The Little Engine That Could,” with its dolls and small clown — but they really deserve to be more frequent stars. Children have immediate associations with their treasured belongings in a way they might not with, say, a capybara. Three new books, all by prominent picture book authors, artfully use worldly possessions to approach larger themes, to varying degrees of success.",1048,"['Books and Literature', 'Saltzstein, Dan', 'Henkes, Kevin', 'Daywalt, Drew (1970- )', 'Pinkney, Brian', 'Jeffers, Oliver', 'Waiting (Book)', 'The Day the Crayons Came Home (Book)', 'On the Ball (Book)']"
nyt://article/eb9db9d9-6cae-56b5-bf70-318998aca0b5,"Charles Winick, Author Who Challenged Views on Drugs and Gender, Dies at 92",2015-07-13,"Charles Winick, a professor of anthropology and sociology who wrote a book bemoaning the blurring of lines between the sexes and who challenged prevailing views about the dangers of drug abuse, died on July 4 in Manhattan. He was 92. ",998,"['Deaths (Obituaries)', 'Archaeology and Anthropology', 'City University of New York', 'Winick, Charles (1922-2015)']"
nyt://article/eb9db9d9-6cae-56b5-bf70-318998aca0b5,"Charles Winick, Author Who Challenged Views on Drugs and Gender, Dies at 92",2015-07-13,"Charles Winick, a professor of anthropology and sociology who wrote a book bemoaning the blurring of lines between the sexes and who challenged prevailing views about the dangers of drug abuse, died on July 4 in Manhattan. He was 92. ",998,"['Deaths (Obituaries)', 'Archaeology and Anthropology', 'City University of New York', 'Winick, Charles (1922-2015)']"
nyt://article/919bd309-22bf-5b12-9220-78a576715cc5,"Review: ‘Negroland,’ by Margo Jefferson, on Growing Up Black and Privileged",2015-09-10,"Margo Jefferson’s memoir, “Negroland,” possesses a refrain, a series of sentences that are repeated, as if out of a Duke Ellington composition, so the author can hang onto them and so can we.",1122,"['Garner, Dwight', 'Books and Literature', 'Jefferson, Margo', 'Blacks', 'Black People', 'Negroland: A Memoir (Book)']"
nyt://article/919bd309-22bf-5b12-9220-78a576715cc5,"Review: ‘Negroland,’ by Margo Jefferson, on Growing Up Black and Privileged",2015-09-10,"Margo Jefferson’s memoir, “Negroland,” possesses a refrain, a series of sentences that are repeated, as if out of a Duke Ellington composition, so the author can hang onto them and so can we.",1122,"['Garner, Dwight', 'Books and Literature', 'Jefferson, Margo', 'Blacks', 'Black People', 'Negroland: A Memoir (Book)']"
nyt://article/4d1b3e1f-d11f-5c7d-9073-4f45f72fb833,Tanglewood’s Contemporary Music Fest Milks Many Sources,2015-07-26,"TANGLEWOOD, Mass. — Gunther Schuller, a composer, conductor, jazz historian and horn player, had hoped to conduct the premiere of his “Magical Trumpets” last Thursday at Tanglewood. But the concert, part of the annual Festival of Contemporary Music, instead became a memorial to Mr. Schuller, who died in June at 89. ",1048,"['Schweitzer, Vivien', 'Music', 'Tanglewood Music Festival (Lenox, Mass)', 'Schuller, Gunther', 'Mackey, Steven']"
nyt://article/4d1b3e1f-d11f-5c7d-9073-4f45f72fb833,Tanglewood’s Contemporary Music Fest Milks Many Sources,2015-07-26,"TANGLEWOOD, Mass. — Gunther Schuller, a composer, conductor, jazz historian and horn player, had hoped to conduct the premiere of his “Magical Trumpets” last Thursday at Tanglewood. But the concert, part of the annual Festival of Contemporary Music, instead became a memorial to Mr. Schuller, who died in June at 89. ",1048,"['Schweitzer, Vivien', 'Music', 'Tanglewood Music Festival (Lenox, Mass)', 'Schuller, Gunther', 'Mackey, Steven']"
nyt://article/b7e0af2e-02fd-58d8-be00-9eabc38b7a03,"$1 Million Homes in Washington, D.C., Denver and Vermont",2015-04-15,"WASHINGTON, D.C. ",1070,"['Real Estate and Housing (Residential)', 'Denver (Colo)', 'Vermont', 'Washington (DC)']"
nyt://article/b7e0af2e-02fd-58d8-be00-9eabc38b7a03,"$1 Million Homes in Washington, D.C., Denver and Vermont",2015-04-15,"WASHINGTON, D.C. ",1070,"['Real Estate and Housing (Residential)', 'Denver (Colo)', 'Vermont', 'Washington (DC)']"
nyt://article/386998b5-459c-5617-be6b-58b90556bdfe,"Dudley Williams, Eloquent Dancer Who Defied Age, Dies at 76",2015-06-04,"Dudley Williams, an East Harlem prodigy who dazzled Alvin Ailey company audiences as a leading dancer for more than four decades, performing into his 60s, died over the weekend at his home in Manhattan. He was 76.",1136,"['Deaths (Obituaries)', 'Dancing', 'Williams, Dudley', 'AILEY, ALVIN, AMERICAN DANCE THEATER']"
nyt://article/386998b5-459c-5617-be6b-58b90556bdfe,"Dudley Williams, Eloquent Dancer Who Defied Age, Dies at 76",2015-06-04,"Dudley Williams, an East Harlem prodigy who dazzled Alvin Ailey company audiences as a leading dancer for more than four decades, performing into his 60s, died over the weekend at his home in Manhattan. He was 76.",1136,"['Deaths (Obituaries)', 'Dancing', 'Williams, Dudley', 'AILEY, ALVIN, AMERICAN DANCE THEATER']"
nyt://article/68722f81-20cc-5353-81ae-01c11dd1b6b6,Washington’s Shaw Neighborhood Is Remade for Young Urbanites,2015-12-01,"WASHINGTON — Over time, neighborhoods rise and fall and then rise again.",1192,"['Meyer, Eugene L', 'Real Estate and Housing (Residential)', 'Real Estate (Commercial)', 'Washington (DC)', 'JBG Cos']"
nyt://article/68722f81-20cc-5353-81ae-01c11dd1b6b6,Washington’s Shaw Neighborhood Is Remade for Young Urbanites,2015-12-01,"WASHINGTON — Over time, neighborhoods rise and fall and then rise again.",1192,"['Meyer, Eugene L', 'Real Estate and Housing (Residential)', 'Real Estate (Commercial)', 'Washington (DC)', 'JBG Cos']"
nyt://article/d77e0d0b-35d2-5745-8b46-a615a04984b8,Amiri Baraka’s ‘S O S’,2015-02-11,"Amiri Baraka eulogized James Baldwin on Dec. 8, 1987, by saying: “He was all the way live, all the way conscious, turned all the way up, receiving and broadcasting. . . . He always made us know we were dangerously intelligent and as courageous as the will to be free.”",1185,"['Books and Literature', 'Baraka, Amiri', 'Poetry and Poets', 'S O S: Poems 1961-2013 (Book)']"
nyt://article/d77e0d0b-35d2-5745-8b46-a615a04984b8,Amiri Baraka’s ‘S O S’,2015-02-11,"Amiri Baraka eulogized James Baldwin on Dec. 8, 1987, by saying: “He was all the way live, all the way conscious, turned all the way up, receiving and broadcasting. . . . He always made us know we were dangerously intelligent and as courageous as the will to be free.”",1185,"['Books and Literature', 'Baraka, Amiri', 'Poetry and Poets', 'S O S: Poems 1961-2013 (Book)']"
nyt://article/c77bb777-be7e-5214-8d4d-0606f3ec5d04,"Sugar Hill, Rich in Culture, and Affordable",2015-04-08,"The section of Upper Manhattan known as Sugar Hill, poised on a bluff overlooking the Harlem Plain and distinguished by graceful rowhouses and elegant apartment buildings, achieved renown in the 1930s and 1940s, when it was home to prominent African-American professionals, political leaders, artists, musicians and writers. The song “Take the ‘A’ Train,” written by Billy Strayhorn and popularized by Duke Ellington, commemorated the neighborhood, where both lived. Nowadays, though, some newcomers say they had not heard the name Sugar Hill before they arrived.",1273,"['Real Estate and Housing (Residential)', 'Gregor, Alison', 'Sugar Hill (Manhattan, NY)', 'Historic Buildings and Sites']"
nyt://article/c77bb777-be7e-5214-8d4d-0606f3ec5d04,"Sugar Hill, Rich in Culture, and Affordable",2015-04-08,"The section of Upper Manhattan known as Sugar Hill, poised on a bluff overlooking the Harlem Plain and distinguished by graceful rowhouses and elegant apartment buildings, achieved renown in the 1930s and 1940s, when it was home to prominent African-American professionals, political leaders, artists, musicians and writers. The song “Take the ‘A’ Train,” written by Billy Strayhorn and popularized by Duke Ellington, commemorated the neighborhood, where both lived. Nowadays, though, some newcomers say they had not heard the name Sugar Hill before they arrived.",1273,"['Real Estate and Housing (Residential)', 'Gregor, Alison', 'Sugar Hill (Manhattan, NY)', 'Historic Buildings and Sites']"
nyt://article/131aed72-49d6-5c19-9a41-15a1f912ce73,Romantic Fancy in French Flavors,2015-01-09,"“Mood Indigo,” the retro-futurist folly fashioned by Michel Gondry from “L'Écume des Jours” (“The Foam of the Days”), written in the heady aftermath of World War II by the French novelist, jazz critic, musician and Saint-Germain-des-Prés scene-maker Boris Vian (1920-1959), is an evident labor of love. It is often labored but sometimes lovely, particularly in the longer version included on Drafthouse’s DVD and Blu-ray edition.",1296,"['Movies', 'Video Releases (Entertainment)', 'Gondry, Michel', 'Rohmer, Eric', 'Mood Indigo (Movie)', ""A Summer's Tale (Movie)""]"
nyt://article/131aed72-49d6-5c19-9a41-15a1f912ce73,Romantic Fancy in French Flavors,2015-01-09,"“Mood Indigo,” the retro-futurist folly fashioned by Michel Gondry from “L'Écume des Jours” (“The Foam of the Days”), written in the heady aftermath of World War II by the French novelist, jazz critic, musician and Saint-Germain-des-Prés scene-maker Boris Vian (1920-1959), is an evident labor of love. It is often labored but sometimes lovely, particularly in the longer version included on Drafthouse’s DVD and Blu-ray edition.",1296,"['Movies', 'Video Releases (Entertainment)', 'Gondry, Michel', 'Rohmer, Eric', 'Mood Indigo (Movie)', ""A Summer's Tale (Movie)""]"
nyt://article/b5ad415c-085f-5fba-a0f4-46d952d3924f,Dance Listings for Dec. 18-24,2015-12-18,Full reviews of recent dance performances: nytimes.com/dance. A searchable guide to these and other performances is at nytimes.com/events.,1330,"['Culture (Arts)', 'Dancing']"
nyt://article/b5ad415c-085f-5fba-a0f4-46d952d3924f,Dance Listings for Dec. 18-24,2015-12-18,Full reviews of recent dance performances: nytimes.com/dance. A searchable guide to these and other performances is at nytimes.com/events.,1330,"['Culture (Arts)', 'Dancing']"
nyt://article/59dd426f-53d3-50cc-9e94-f499acc7319d,Jazz Listings for Nov. 13-19,2015-11-12,Full reviews of recent jazz performances: nytimes.com/jazz. A searchable guide to these and other shows is at nytimes.com/events.,1465,"['Music', 'Jazz', 'Culture (Arts)']"
nyt://article/59dd426f-53d3-50cc-9e94-f499acc7319d,Jazz Listings for Nov. 13-19,2015-11-12,Full reviews of recent jazz performances: nytimes.com/jazz. A searchable guide to these and other shows is at nytimes.com/events.,1465,"['Music', 'Jazz', 'Culture (Arts)']"
nyt://article/099592b2-cec4-573b-8422-a7edc192b11e,Green-Wood Is the Brooklyn Cemetery With a Velvet Rope,2015-10-30,"On a warm evening in mid-September, 260 people filed through the Gothic Revival gates of Green-Wood Cemetery in Brooklyn for a gala, the purpose of which was to raise money for the upkeep and preservation of the compound’s storied grounds. A benefit for a cemetery, held in a cemetery, isn’t for everyone, which is to say that it probably isn’t for 21-year-old daughters of foreign billionaires living in $16 million starter apartments and intermittently taking classes at Parsons. ",1461,"['Cemeteries', 'Green-Wood Cemetery (Brooklyn, NY)', 'Parties (Social)', 'Brooklyn (NYC)']"
nyt://article/099592b2-cec4-573b-8422-a7edc192b11e,Green-Wood Is the Brooklyn Cemetery With a Velvet Rope,2015-10-30,"On a warm evening in mid-September, 260 people filed through the Gothic Revival gates of Green-Wood Cemetery in Brooklyn for a gala, the purpose of which was to raise money for the upkeep and preservation of the compound’s storied grounds. A benefit for a cemetery, held in a cemetery, isn’t for everyone, which is to say that it probably isn’t for 21-year-old daughters of foreign billionaires living in $16 million starter apartments and intermittently taking classes at Parsons. ",1461,"['Cemeteries', 'Green-Wood Cemetery (Brooklyn, NY)', 'Parties (Social)', 'Brooklyn (NYC)']"
nyt://article/a7ee5265-d9f1-5488-bab5-a09de075845f,Which Literary Figure Is Overdue for a Biography?,2015-01-20,"Each week in Bookends, two writers take on questions about the world of books. This week, Thomas Mallon and Ayana Mathis on authors whose life stories should be told.",1601,"['Mallon, Thomas', 'Books and Literature', 'Mathis, Ayana', 'Writing and Writers', 'Murray, Albert (1916-2013)', 'Wolfe, Tom']"
nyt://article/a7ee5265-d9f1-5488-bab5-a09de075845f,Which Literary Figure Is Overdue for a Biography?,2015-01-20,"Each week in Bookends, two writers take on questions about the world of books. This week, Thomas Mallon and Ayana Mathis on authors whose life stories should be told.",1601,"['Mallon, Thomas', 'Books and Literature', 'Mathis, Ayana', 'Writing and Writers', 'Murray, Albert (1916-2013)', 'Wolfe, Tom']"
nyt://article/1d89221c-b2d1-5ad6-b734-8f731c650c65,"In ‘Something Rotten!,’ if Music Be the Food of Farce, Play On",2015-04-16,"“Something Rotten!,” which opens Wednesday, is about a pair of brothers, Nick and Nigel Bottom, Elizabethan-era playwrights who are more or less learning on the job. Unable to get anywhere in a theatrical world dominated by Shakespeare, they consult a soothsayer, who informs them that the next new thing will be the musical, and with mixed results they set about trying to write one. An early number they drop, for example, is a celebration of the Black Death.",1761,"['Theater', 'McGrath, Charles', 'Shakespeare, William', 'Kirkpatrick, Wayne (1961- )', 'Kirkpatrick, Karey (1964- )', 'Nicholaw, Casey', ""O'Farrell, John (1962- )"", 'Something Rotten! (Play)']"
nyt://article/1d89221c-b2d1-5ad6-b734-8f731c650c65,"In ‘Something Rotten!,’ if Music Be the Food of Farce, Play On",2015-04-16,"“Something Rotten!,” which opens Wednesday, is about a pair of brothers, Nick and Nigel Bottom, Elizabethan-era playwrights who are more or less learning on the job. Unable to get anywhere in a theatrical world dominated by Shakespeare, they consult a soothsayer, who informs them that the next new thing will be the musical, and with mixed results they set about trying to write one. An early number they drop, for example, is a celebration of the Black Death.",1761,"['Theater', 'McGrath, Charles', 'Shakespeare, William', 'Kirkpatrick, Wayne (1961- )', 'Kirkpatrick, Karey (1964- )', 'Nicholaw, Casey', ""O'Farrell, John (1962- )"", 'Something Rotten! (Play)']"
nyt://article/f0fec539-2a6b-5729-bb65-2a8e256a0cd7,Jazz Listings for April 17-23,2015-04-16, ,2079,"['Music', 'Jazz']"
nyt://article/f0fec539-2a6b-5729-bb65-2a8e256a0cd7,Jazz Listings for April 17-23,2015-04-16, ,2079,"['Music', 'Jazz']"
nyt://article/cac566e3-c992-54b6-aaff-57735d48c111,Jazz Listings for April 10-16,2015-04-09,Jazz,2087,"['Music', 'Jazz']"
nyt://article/cac566e3-c992-54b6-aaff-57735d48c111,Jazz Listings for April 10-16,2015-04-09,Jazz,2087,"['Music', 'Jazz']"
nyt://article/8f73e004-dfe0-5ff6-a00e-ccd9485b4139,Jazz Listings for Oct. 2-8,2015-10-01,Full reviews of recent jazz performances: nytimes.com/jazz. A searchable guide to these and other shows is at nytimes.com/events.,1769,"['Music', 'Jazz']"
nyt://article/8f73e004-dfe0-5ff6-a00e-ccd9485b4139,Jazz Listings for Oct. 2-8,2015-10-01,Full reviews of recent jazz performances: nytimes.com/jazz. A searchable guide to these and other shows is at nytimes.com/events.,1769,"['Music', 'Jazz']"
nyt://article/54ad9cd7-0976-5b08-a7f2-16a936b91f42,Gunther Schuller Dies at 89; Composer Synthesized Classical and Jazz,2015-06-22,"Gunther Schuller, a composer, conductor, author and teacher who coined the term Third Stream to describe music that drew on the forms and resources of both classical and jazz, and who was its most important composer, died on Sunday in Boston. He was 89.",1879,"['Deaths (Obituaries)', 'Kozinn, Allan', 'Music', 'Jazz', 'Classical Music', 'Schuller, Gunther']"
nyt://article/54ad9cd7-0976-5b08-a7f2-16a936b91f42,Gunther Schuller Dies at 89; Composer Synthesized Classical and Jazz,2015-06-22,"Gunther Schuller, a composer, conductor, author and teacher who coined the term Third Stream to describe music that drew on the forms and resources of both classical and jazz, and who was its most important composer, died on Sunday in Boston. He was 89.",1879,"['Deaths (Obituaries)', 'Kozinn, Allan', 'Music', 'Jazz', 'Classical Music', 'Schuller, Gunther']"
nyt://article/ed2f545c-35c5-5583-b78b-7ab6ede9cb2a,Jazz Listings for March 20-26,2015-03-19, Full reviews of recent jazz performances: nytimes.com/jazz. A searchable guide to these and other shows is at nytimes.com/events.,2214,"['Music', 'Jazz']"
nyt://article/ed2f545c-35c5-5583-b78b-7ab6ede9cb2a,Jazz Listings for March 20-26,2015-03-19, Full reviews of recent jazz performances: nytimes.com/jazz. A searchable guide to these and other shows is at nytimes.com/events.,2214,"['Music', 'Jazz']"
nyt://article/00909819-c525-51b2-bf55-f7fe1c21d523,Dance Listings for Dec. 11-17,2015-12-10,Full reviews of recent dance performances: nytimes.com/dance. A searchable guide to these and other performances is at nytimes.com/events.,2208,"['Dancing', 'Culture (Arts)']"
nyt://article/00909819-c525-51b2-bf55-f7fe1c21d523,Dance Listings for Dec. 11-17,2015-12-10,Full reviews of recent dance performances: nytimes.com/dance. A searchable guide to these and other performances is at nytimes.com/events.,2208,"['Dancing', 'Culture (Arts)']"
nyt://article/5fd0a3f7-0ebf-56cf-8e0e-f4e4168be748,Jazz Listings for May 1-7,2015-04-30,Full reviews of recent jazz performances: nytimes.com/jazz. A searchable guide to these and other shows is at nytimes.com/events.,2340,"['Music', 'Jazz']"
nyt://article/5fd0a3f7-0ebf-56cf-8e0e-f4e4168be748,Jazz Listings for May 1-7,2015-04-30,Full reviews of recent jazz performances: nytimes.com/jazz. A searchable guide to these and other shows is at nytimes.com/events.,2340,"['Music', 'Jazz']"
nyt://article/3803adb8-be5f-5c0a-af6b-92cd18b2d5cc,Fantasy Football Week 5: Rankings and Matchup Analysis,2015-10-09,Is Devonta Freeman the next Arian Foster or Jahvid Best? Our money is on somewhere in between.,2909,"['Football', 'Fantasy Sports', 'Freeman, Devonta (1992- )']"
nyt://article/3803adb8-be5f-5c0a-af6b-92cd18b2d5cc,Fantasy Football Week 5: Rankings and Matchup Analysis,2015-10-09,Is Devonta Freeman the next Arian Foster or Jahvid Best? Our money is on somewhere in between.,2909,"['Football', 'Fantasy Sports', 'Freeman, Devonta (1992- )']"
nyt://article/c6d4859d-b2ea-5c0f-934b-c6f14419498e,Fantasy Football Week 6: Rankings and Matchup Analysis,2015-10-16,"So, selecting Le’Veon Bell in the first round of your fantasy football draft was a pretty good idea after all.",3078,"['Football', 'Fantasy Sports']"
